,ID0,Tweet
2070,,MiMimKimura: @D__Kaien @Sankei_news Twitterで #川崎ヘイト禁止条例に賛成のパブコメを送ろう のハッシュタグを検索してみてください。賛成票を獲得するための扇動的な投稿が大量に出てきます。
2071,,2_yes: 【８０年代から問題に】玉川徹「ジャパンライフが１９８０年代から大問題で、政治家の献金も多くの人は涙を流したお金から出てる。いかにも２０１０年ぐらいの急にジャパンライフが現れてきてってそういう話ではない。論外の話」２０１６年にお前の番組でＣＭ流しておい…
2072,,G2AZlCr4F3hx6Y: 特定野党、山口県の旅行会社を訪問　→会社に入れてもらえず…「みんな怯えていた。安倍のプレッシャーか」〜ネットの反応「原因はお前らとマスコミだろ！アホか」「ほんとこいつら、民間人を巻き込む事に躊躇がなくなったよな…絶対権力持たせちゃダメな…
2073,,: &gt;&gt;そもそも「日本人ヘイト」は存在しない。へイトスピーチは歴史的、構造的に劣位にある社会的弱者・少数者に対する差別や暴力をあおるもので、圧倒的多数者の日本人一般へのヘイトスピーチは語義矛盾に他ならない。→日本人差別はヘイトではないと神奈…
2074,,東京新聞・望月衣塑子「マルチ商法で７千人のお年寄りに約２千億円の被害が出たジャパンライフ…」→過去に散々東京新聞でジャパンライフの広告を掲載してましたｗ〜ネットの反応「そのお年寄りから騙し取ったカネの一部がお前の給料になったんだよ」 https://t.co/4tyLzwLTbH
2075,,朝日とＮＨＫが、「報道しない自由」を行使中です・・！真実を報道しない報道機関ですね・・！朝日「新井浩文」　NHK「新井浩文」　毎日「朴慶培」　読売・産経「朴慶培（パク・キョンベ）」 : ラビット速報 https://t.co/NGvavP9BtB
2076,,議員本来の仕事を放棄して捜査のまねごとをする野党達。税金泥棒は野党達のほうだろ・・しかし日本の野党って共産党化しちゃったんだね・・日本やばいな【桜を見る会】特定野党、今度は山口県旅行へ   https://t.co/WNlGl7Yjnp
2077,,オウムを越える逮捕者数で、日本最大の組織犯罪なのにマスゴミは一切報道せず、野党も一切釈明しないマスゴミ＆野党も反社組織なのかな？東京新聞が関西生コン問題を掲載「労組に迫る抑え込み」朝日新聞に続き全力擁護！一方国会では足立康史… https://t.co/jKWJBq13c0
2078,,_round: 『桜見る会、野党が菅氏進退追及へ　反社会勢力の出席（#共同通信）』逮捕者続出の関西生コンという反社会勢力から献金を受けてもお咎めなし。報道も一切されない。片方で反社が花見に出席していただけで大騒ぎ。もう多くの国民が、真の…
2079,,: 逮捕者数57名、日本屈指の反社会的勢力で極左暴力集団、連帯ユニオン関西生コンと社民党の福島瑞穂が、仲良く連帯活動している動画発見。タイムリーだから拡散しとこうかな。 https://t.co/6GuSDNfjcZ
2080,,選挙によって選ばれた政権を打倒しようと、真実を無視して騒ぎ立てている野党＆マスゴミは明らかに民意を無視した工作機関だジャパンライフ“接触”は永田町・霞が関・メディアにも！？　左派野党「桜を見る会」招待を問題視も…八幡和郎氏「『… https://t.co/pbDbdmeH1S
2081,,F7rLJ9N9nD1Sc4: #川崎市日本人差別条例反対 差別根絶条例などバカな事を言ってますが、これは日本人を守るのではなく、日本人を差別し言論弾圧していく不平等な条例です。間違いなく全国に飛び火する問題ですし、日本人として川崎市に意見をぶつけていくべきです。…
2082,,2: 今年5月28日の報道。関西生コン労組トップらの裁判が始まり、武建一被告ら3人は「不当な弾圧だ」と無罪を主張。何十人も逮捕者続出の事件なのに、在京キー局地上波は全く報道せず。辻元清美との関係も報道せず。安倍政権叩きは連日垂れ流す。日本のマスコミは…
2083,,グレダの環境負荷を減らすために飛行機使わない、というのは古典的な考え。今は使った分だけ環境改善をするカーボンオフセットの時代だ。学校で学ぶべきだ朝日新聞「なぜ日本の若者は世界で大人気のグレタさんに共感しないのか？意識が低すぎる」 https://t.co/GRBtw7RtrG
2084,,ジャパンライフが行政処分後も広告を載せ続けたマスゴミ達・・いくらなんでもパヨクはダブルスタンダードすぎるだろ。【桜を見る会】ジャパンライフ「商品が朝日新聞・東京新聞などに掲載されました！」「テレビCMが放映されています！」 https://t.co/iVrHJRO662
2085,,日本の大臣がきちんと仕事をしていると批判する毎日新聞は、立ち位置が完全に日本のメディアではない・・・こういう酷いマスゴミは外患誘致罪で処分すべき河野防衛相、積極的に「外交」　3週連続の海外出張　外相時代さながらのハイペース… https://t.co/uKS2aW0q1H
2086,,韓国の対日工作予算が４倍に・・・日本は放送法改定＆スパイ防止法制定をしないと特亜にどんどん浸透されていく。日本人は危機意識が薄すぎる。韓国外務省、対日世論工作の予算を12億ウォンから51億ウォンに増額 - 令和新聞 https://t.co/VvENbLCPg7
2087,,この共同通信のデマ記事はまだYahoo!ニュースで配信されている・・・官房長官によって明確に否定された明らかなフェイ・クニュースだ。共同は最近とばしてるな・・・共同通信「安倍首相、9月の気候行動サミットで演説を断られる」→… https://t.co/YU03JRj44L
2088,,またもや審議拒否・・野党は、ブーメランが頭に刺さってても、どんなことしてても、マスゴミはなにもいわないから、やりたい放題。ある意味現在の日本を満喫して謳歌している・・【年収２０００万円】立憲民主党等の野党さんもう正月休みへ… https://t.co/VQmrFplY5W
2089,,＞酔ってグラス割っても器物破損、事故や違反でも捕まるいや、普通にそれは犯罪行為だから捕まりますがね・・・ラサール石井「『検察は政権に飼い慣らされている』 グラスを割っても器物破損、事故でも捕まる』 : 痛いニュース(ﾉ∀`) https://t.co/sXXX51IxyB
2090,,国会議員は法律を作るのが仕事です。その仕事を放棄して素人が警察のまねごとをしていないで、捜査は警察にまかせましょう。素人集団が政権取ったときから全く変わりませんね・・・野党さん「シュレッダーで1万5千人の名簿を裁断する時間測… https://t.co/aNHNYZIDud
2091,,伝説のブーメランマスター達資料隠蔽…二重国籍蓮舫反社との関わり…関西生コン辻元・革マル枝野政治資金規正法違法…外国人献金辻元・菅・前原…詐欺…前科辻元蓮舫「公開すれば『やましいことはない』と判明する。やらないのは『や… https://t.co/sPyCODBhR4
2092,,: 再度言おう。全ての学生諸君は東京五輪のボランティア参加をやめましょう。なぜなら五輪はただの巨大商業イベントで、現在４２社ものスポンサーから４０００億円以上集めており、無償ボラなんて全く必要ないから。あなたがタダボラすれば、その汗と努力は全てＪＯＣと電通の…
2093,,大人数でシュレッダーにかかる時間を計測してるが、こいつらのこんな活動に税金が投入されていることを思うと、リアルに税金泥棒なのは野党の奴らですよね・・立憲民主党の内閣府視察が世にも情けない自爆パフォで終了　掛け算さえできないのか… https://t.co/aCLa3dxdfg
2094,,共産党のシュレッダーは、スキャナ機能がついていて、シュレッダーした文書をWi-Fiでデータを中国にでも送信するんですかねぇ・・・共産・宮本徹(衆)「内閣府のシュレッダー、中のコンピュータには何らかの履歴があるのでは」←はい天才… https://t.co/ffldvuJQPg
2095,,中国は見境なく周辺国に侵略・浸透していっています。世界平和にとって危険な覇権主義国家です。フィリピンの電力網は中国の支配下、いつでも遮断可能ｗｗｗ https://t.co/sU1x01yiX0 @2log_chさんから
2096,,Che_SYoung: 私は日本と韓国が仲良くなるのは難しいと思う。なぜなら、韓国と仲がいい国は殆どないからだ。ー私ー
